step,walltime,_timestamp,train/loss/value
11040,2025-05-08 08:53:14.815202475,1746694394.8152025,3.1798529969828744
18496,2025-05-08 08:55:24.519916057,1746694524.519916,1.4657236680452403
25344,2025-05-08 08:57:17.165134668,1746694637.1651347,1.107163981647692
32672,2025-05-08 08:59:19.287846088,1746694759.287846,0.9896286389583063
39872,2025-05-08 09:01:25.668124914,1746694885.668125,0.8739458928671148
46688,2025-05-08 09:03:16.235276937,1746694996.235277,0.9718950165899147
54112,2025-05-08 09:05:21.886284828,1746695121.8862848,1.0315213442683733
61088,2025-05-08 09:07:22.533917188,1746695242.5339172,0.9647832578817092
68128,2025-05-08 09:09:20.314417601,1746695360.3144176,0.8168290698223494
75328,2025-05-08 09:11:18.406467438,1746695478.4064674,1.1242261378301515
82656,2025-05-08 09:13:20.728505611,1746695600.7285056,0.8239928447198139
89856,2025-05-08 09:15:17.489231348,1746695717.4892313,1.1197862863871786
97248,2025-05-08 09:17:29.633993626,1746695849.6339936,0.8462800346153639
103936,2025-05-08 09:19:18.022055864,1746695958.0220559,1.03174768742976
111296,2025-05-08 09:21:25.282309771,1746696085.2823098,0.7802587139055781
118272,2025-05-08 09:23:21.941403389,1746696201.9414034,1.2191211030297322
125472,2025-05-08 09:25:18.558314323,1746696318.5583143,0.6278302050464684
132896,2025-05-08 09:27:26.266873360,1746696446.2668734,1.1602045235962704
139840,2025-05-08 09:29:19.157450676,1746696559.1574507,0.6439077922997112
147232,2025-05-08 09:31:27.624482632,1746696687.6244826,1.1500091031516269
154112,2025-05-08 09:33:19.468652487,1746696799.4686525,0.8264259002236433
161536,2025-05-08 09:35:36.082275152,1746696936.0822752,0.8129950569107615
167840,2025-05-08 09:37:21.281805038,1746697041.281805,1.2722249937995436
175200,2025-05-08 09:39:20.604915857,1746697160.6049159,1.001673539371594
182592,2025-05-08 09:41:27.146132946,1746697287.146133,0.5616664746332736
189600,2025-05-08 09:43:21.007849932,1746697401.00785,0.7647914374119615
196992,2025-05-08 09:45:27.875180721,1746697527.8751807,1.1341005567606393
203968,2025-05-08 09:47:22.604894161,1746697642.6048942,1.2946823819651516
211296,2025-05-08 09:49:24.854585171,1746697764.8545852,1.2674425794177702
218432,2025-05-08 09:51:26.515920877,1746697886.5159209,1.0305028518686914
225568,2025-05-08 09:53:25.670805454,1746698005.6708055,0.6145195328868558
232768,2025-05-08 09:55:22.428510904,1746698122.428511,0.5396840635273191
240192,2025-05-08 09:57:25.452435493,1746698245.4524355,0.734608315348882
247424,2025-05-08 09:59:26.165159941,1746698366.16516,1.0187953718468152
254624,2025-05-08 10:01:24.120095491,1746698484.1200955,1.2234093817075093
261952,2025-05-08 10:03:26.771742582,1746698606.7717426,1.297791813203341
269152,2025-05-08 10:05:23.836585999,1746698723.836586,1.283267934123675
276480,2025-05-08 10:07:33.210857868,1746698853.2108579,1.1963714404137373
283328,2025-05-08 10:09:24.301791191,1746698964.3017912,1.0155669022873741
290752,2025-05-08 10:11:31.211064816,1746699091.2110648,0.7062202766537666
297760,2025-05-08 10:13:24.965611696,1746699204.9656117,0.5395085261836988
305184,2025-05-08 10:15:35.973476648,1746699335.9734766,0.538372414363227
311936,2025-05-08 10:17:27.152903080,1746699447.152903,0.6302181970486991
319264,2025-05-08 10:19:25.872934580,1746699565.8729346,0.794993136322134
326592,2025-05-08 10:21:51.394050121,1746699711.3940501,0.9544856022213745
332448,2025-05-08 10:23:26.357064962,1746699806.357065,1.0641611789256498
339872,2025-05-08 10:25:36.821751118,1746699936.821751,1.1531122746909488
346656,2025-05-08 10:27:32.782682896,1746700052.782683,1.217528575574452
353728,2025-05-08 10:29:30.752668619,1746700170.7526686,1.2590925286258507
360928,2025-05-08 10:31:28.642021418,1746700288.6420214,1.2839612298541598
368288,2025-05-08 10:33:27.953658104,1746700407.953658,1.2984873726963997
375680,2025-05-08 10:35:33.375169992,1746700533.37517,1.3013042059940694
382656,2025-05-08 10:37:29.172171116,1746700649.172171,1.296027294949654
390016,2025-05-08 10:39:31.859255314,1746700771.8592553,1.2874227534169735
397216,2025-05-08 10:41:29.620758533,1746700889.6207585,1.2788886853721406
404544,2025-05-08 10:43:31.980406761,1746701011.9804068,1.2676058469511016
411744,2025-05-08 10:45:28.789913177,1746701128.7899132,1.2578388891617458
419136,2025-05-08 10:47:37.662892103,1746701257.662892,1.2424653475676781
425984,2025-05-08 10:49:28.951423883,1746701368.951424,1.2188749709558264
433312,2025-05-08 10:51:37.375135183,1746701497.3751352,1.197136460303219
440192,2025-05-08 10:53:29.445631504,1746701609.4456315,1.159220320124959
447616,2025-05-08 10:55:29.875992060,1746701729.875992,1.1163527237829463
455040,2025-05-08 10:57:36.396228790,1746701856.3962288,1.070369101514847
462080,2025-05-08 10:59:30.556415558,1746701970.5564156,1.0235218107361685
469472,2025-05-08 11:01:39.286769152,1746702099.2867692,0.979506880528741
476352,2025-05-08 11:03:30.912544966,1746702210.912545,0.9421300451422847
483776,2025-05-08 11:05:37.837658882,1746702337.837659,0.9101213510951092
490720,2025-05-08 11:07:32.807611942,1746702452.807612,0.875573518226773
498080,2025-05-08 11:09:35.553162575,1746702575.5531626,0.846456751389348
